Aspect Ratio,Audio Jack,Chipset,Internal Memory,RAM,Resolution,Bezel-less display,Colours,FM Radio,Fingerprint Sensor Position,Flash,GPS,NFC,Other Sensors,Physical Aperture,Quick Charging,Screen Protection,Sensor,User Replaceable,VoLTE,Graphics,Image Resolution,Network Support,Optical Image Stabilisation,Pixel Density,Processor,Screen Size,Screen to Body Ratio (calculated),Settings,Shooting Modes,USB Connectivity,Height,Width,Review Count,Rating Count,Bluetooth,Touch Screen,Thickness,Weight,Wi-Fi Features,Capacity
3,0,3,4,2,0,0,2,1,4,1,1,0,5,2,1,1,10,0,1,2,4,3,1,2,2,5.5,70.95,1,2,1,154.5,75.9,11586,18677,3,2,8.5,180.0,2,4000
3,0,4,2,5,6,0,3,0,2,1,0,0,1,2,0,5,8,1,0,3,6,0,2,0,1,2.4,30.11,1,2,2,118.0,50.2,4403,17021,0,4,13.5,82.6,0,1020
3,0,4,7,4,1,0,1,1,1,1,2,0,4,5,1,1,8,0,1,0,3,3,2,2,0,5.93,74.66,1,2,0,161.0,75.5,97,192,4,2,8.0,168.0,0,3200
5,0,1,7,4,1,0,2,1,4,1,2,0,5,2,0,6,8,0,1,2,6,3,2,2,0,6.5,84.23,1,2,1,160.4,76.6,5179,5197,3,2,7.8,175.0,0,3750
6,0,4,1,4,6,0,1,1,3,1,2,0,5,2,1,1,8,0,1,0,3,3,2,2,0,6.28,84.93,1,2,1,154.4,74.7,289,1386,4,2,7.3,156.2,0,3200
3,0,3,7,3,1,0,2,1,1,1,1,0,4,2,0,3,2,0,1,2,4,3,1,2,0,5.5,72.17,1,2,1,153.3,75.2,9312,50780,1,2,7.3,153.0,0,3200
3,0,4,2,1,4,0,2,1,2,1,2,0,5,2,0,0,8,0,1,0,4,3,1,1,1,5.5,71.36,1,2,1,153.0,76.2,3995,6362,3,2,7.5,150.0,2,3080
3,2,4,1,4,4,0,1,0,4,1,2,0,6,2,1,6,2,0,1,0,3,3,3,2,0,5.99,80.79,0,3,0,151.8,75.5,803,3901,4,2,7.7,185.0,2,3400
5,0,1,1,4,6,0,2,0,4,1,2,0,5,2,1,6,8,0,1,2,5,3,1,2,0,6.3,84.02,1,2,0,157.0,73.7,188,186,3,2,7.3,166.0,0,3750
3,0,4,7,3,1,0,1,1,1,1,2,0,4,2,1,1,8,0,1,0,3,3,2,2,0,5.7,75.4,1,2,0,153.8,72.3,1824,3203,3,2,8.3,167.0,0,3000
3,1,0,7,1,6,0,4,0,1,1,2,1,6,3,1,7,0,0,1,1,6,3,3,1,2,4.7,65.23,1,3,2,138.4,67.3,659,2798,4,0,7.3,148.0,0,1821
3,0,0,4,1,4,0,4,0,1,1,2,1,6,3,0,7,0,0,1,4,6,3,3,2,2,5.5,67.51,0,3,2,158.2,77.9,794,3705,3,0,7.3,192.0,0,2750
0,0,3,4,2,4,0,1,1,2,1,1,0,1,3,0,6,8,0,1,2,4,3,1,1,1,5.2,67.68,1,2,1,149.5,73.5,909,5672,1,2,9.8,170.0,0,5000
3,0,4,4,2,1,0,2,1,4,1,1,0,3,2,0,6,3,0,1,0,4,3,2,2,0,5.0,71.0,0,4,1,149.0,73.0,29,45,3,2,7.7,149.0,0,3000
3,0,4,2,1,2,0,4,1,2,1,0,0,1,2,0,6,8,1,0,3,0,0,1,0,1,2.4,30.26,1,2,1,115.6,51.0,3346,16986,0,2,12.8,149.0,0,1200
3,0,3,2,2,4,0,2,1,2,1,1,0,4,4,0,6,8,0,1,2,4,3,1,1,0,5.2,68.04,1,2,1,148.1,73.8,149,936,1,2,7.6,137.0,0,3010
3,0,4,4,2,4,0,4,1,2,1,2,0,5,2,0,6,10,0,1,0,4,3,1,1,1,5.0,69.86,1,3,1,140.4,70.1,63890,552047,2,2,8.3,137.0,2,3000
0,0,5,4,2,4,0,4,0,1,0,2,1,6,1,1,2,2,0,0,2,6,3,3,3,0,5.1,71.82,1,2,2,142.1,70.1,418,1417,2,2,7.0,132.0,2,2600
3,0,3,2,1,5,0,3,1,2,1,2,0,4,2,0,0,8,0,1,2,4,3,2,1,0,5.2,69.58,1,2,1,146.2,68.6,53,76,4,2,8.7,138.3,0,2990
3,0,4,2,1,6,0,2,1,2,1,0,0,1,2,0,5,8,1,0,3,6,0,2,0,1,2.4,30.11,1,2,3,118.0,50.2,2986,15173,0,4,13.5,81.0,0,1020
3,0,3,2,1,5,0,2,1,2,1,2,0,4,3,0,6,8,0,1,2,4,3,2,1,0,5.7,76.21,1,2,1,150.5,73.1,11,44,3,2,7.7,143.0,0,3180
3,0,1,7,3,0,0,3,1,4,1,1,0,5,2,0,6,2,0,1,2,4,3,2,2,0,5.65,75.88,1,2,1,151.0,71.9,10921,68060,3,2,7.6,149.0,2,3000
3,0,7,2,1,5,0,2,1,2,1,2,0,4,3,0,6,8,0,1,2,4,3,2,1,1,5.45,73.64,1,2,1,146.2,71.2,50,50,2,1,9.7,150.0,0,3000
3,0,4,7,4,1,0,2,1,1,0,2,1,5,1,1,6,2,0,1,0,5,3,1,2,0,6.0,75.32,1,2,0,162.9,80.7,988,4183,3,2,6.9,188.0,2,4000
3,0,4,2,5,2,0,2,1,2,0,0,0,1,2,0,5,8,1,0,3,6,0,1,0,2,2.8,33.3,1,2,2,126.8,57.5,3679,19774,0,2,11.9,105.0,0,1200
3,0,3,2,1,5,0,1,1,4,1,1,0,3,3,0,6,8,0,1,2,4,3,2,1,1,5.7,76.61,1,2,1,152.0,72.0,6640,8614,1,2,9.0,150.0,0,4000
3,0,4,4,2,1,0,1,1,1,1,1,0,4,2,0,2,7,0,0,0,4,3,1,1,0,5.2,68.42,1,2,3,149.1,72.9,2379,8017,2,2,7.6,147.0,0,2900
3,0,3,4,2,4,0,3,1,1,1,1,0,3,4,1,6,8,0,1,2,4,3,1,1,1,5.5,69.26,1,3,1,155.0,77.5,86804,452424,3,2,9.5,198.0,0,5000
3,0,3,4,2,5,0,2,0,4,1,1,1,5,1,1,6,8,0,1,2,5,3,2,2,0,6.2,79.74,1,2,0,160.1,77.7,310,1336,3,2,8.4,172.0,2,3300
3,0,4,8,0,4,0,3,0,2,1,2,0,4,2,0,1,8,0,0,0,2,3,1,1,1,5.0,67.2,1,2,1,143.5,71.3,1690,6763,2,2,9.3,149.0,0,4100
0,0,4,7,4,1,0,2,1,1,1,2,1,5,2,1,1,3,0,1,0,3,3,2,2,0,5.2,68.32,1,2,0,148.3,73.4,2192,12584,4,2,7.9,163.0,0,3000
3,0,4,2,1,4,0,3,1,2,1,1,0,4,4,0,2,1,0,1,0,2,3,1,1,1,5.0,67.68,1,2,1,143.1,71.0,2616,10997,1,2,7.6,136.0,0,2630
1,0,4,1,5,6,0,3,1,4,0,2,1,4,2,1,6,8,0,1,0,6,3,1,2,0,6.3,80.86,0,2,0,162.5,77.0,59,127,4,2,7.8,183.0,0,3800
5,2,4,1,5,1,0,3,0,3,1,2,1,5,2,1,4,4,0,1,0,5,3,3,2,0,6.41,85.43,1,2,0,157.5,74.8,7408,7407,4,2,8.2,185.0,0,3700
3,0,4,5,1,4,0,3,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,1.8,18.39,1,2,2,112.0,49.5,5808,27475,3,2,14.4,73.0,0,800
3,0,3,7,3,1,0,3,1,1,1,1,0,5,2,1,0,7,0,1,2,4,3,1,2,0,5.5,70.39,1,2,1,154.5,76.5,1664,5675,1,2,8.5,182.0,0,4010
3,0,3,4,2,1,0,2,1,4,1,1,0,4,2,0,6,2,0,1,2,4,3,1,2,0,6.0,78.11,1,2,1,156.5,76.0,1245,7356,3,2,7.5,152.0,0,3200
3,0,3,4,2,5,0,4,1,2,0,2,1,5,2,1,2,5,0,1,2,6,3,1,1,0,5.0,70.78,1,2,0,145.0,67.0,1785,5576,3,2,8.0,143.0,2,2300
6,0,3,7,3,6,0,3,1,4,1,2,0,3,2,1,6,8,0,1,4,4,3,2,1,0,6.2,81.62,1,2,1,156.8,75.6,10,29,4,2,7.8,149.0,0,3750
5,0,4,1,4,5,0,2,1,4,1,2,1,5,1,1,3,8,0,1,0,5,3,3,3,0,6.1,82.74,1,2,0,153.2,71.9,544,1906,4,2,7.9,162.0,2,3000
0,0,4,4,2,5,0,5,1,1,0,2,1,5,2,0,1,3,0,1,0,5,3,1,2,0,5.5,71.27,1,2,1,154.0,75.8,12737,16062,2,2,7.8,169.0,0,3000
3,0,4,2,1,5,0,2,1,2,1,2,0,5,2,0,6,7,0,1,0,4,3,1,1,0,5.2,69.59,1,2,0,146.0,73.2,1689,7868,3,2,8.8,154.0,0,2620
0,0,4,7,3,1,0,2,0,1,1,1,0,5,2,1,3,2,0,1,0,5,3,3,2,0,6.0,74.9,1,2,1,163.6,80.8,5906,27174,2,2,7.3,185.0,0,4000
3,2,4,7,3,5,0,3,0,4,1,2,1,6,3,1,3,3,0,1,0,6,3,3,2,0,5.5,78.62,1,2,0,145.6,68.2,101,530,4,2,7.9,148.0,0,2915
3,0,3,8,0,4,0,3,1,4,1,1,0,3,2,0,6,8,1,1,2,1,3,2,0,1,5.45,73.46,1,2,1,148.0,70.5,6,4,1,2,8.2,149.0,0,2400
6,0,4,7,3,5,0,2,1,4,1,2,0,5,2,0,6,8,0,1,0,4,3,2,1,0,6.26,80.8,1,2,1,158.7,75.9,133,130,3,2,7.9,167.0,0,4000
3,0,4,2,1,4,0,1,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,1.5,14.93,1,2,1,108.0,45.0,5467,26637,3,2,12.0,66.0,0,800
3,0,4,4,2,4,0,3,1,4,0,2,0,5,2,0,7,9,0,1,0,5,3,1,2,2,5.5,72.98,1,2,1,150.0,76.0,72476,175915,2,2,8.6,164.0,2,4050
3,0,4,4,2,5,0,2,1,2,1,2,0,5,2,0,6,7,0,1,0,4,3,1,1,0,5.2,69.59,1,2,0,146.0,73.2,1343,5073,3,2,8.8,154.0,0,2620
3,0,4,2,1,4,0,2,1,2,0,2,0,2,3,0,5,2,1,0,0,4,3,1,1,1,5.5,70.72,1,2,1,151.8,77.5,15797,15866,2,2,8.2,171.0,2,3000
0,0,4,2,2,4,0,3,1,2,1,1,0,4,4,0,6,8,0,1,0,4,3,2,1,0,5.2,68.04,0,2,1,148.1,73.8,749,9831,3,2,7.6,137.0,0,3000
3,0,1,1,4,0,0,2,0,1,1,2,1,5,2,1,6,11,0,1,2,5,3,1,2,0,5.99,78.74,1,2,0,157.0,74.9,2334,2343,3,2,6.9,172.0,2,3750
3,0,5,4,1,4,0,3,1,1,0,2,0,4,1,0,5,8,0,0,2,6,3,1,2,0,5.7,73.64,1,2,3,158.0,76.8,454,1516,2,2,5.9,151.0,2,3050
3,0,3,4,2,4,0,3,1,4,1,1,0,3,2,0,6,8,1,1,4,4,3,2,1,1,5.45,73.05,0,2,1,148.0,70.9,272,1790,2,2,9.6,149.0,0,4000
3,0,5,4,3,4,0,3,0,1,0,2,1,7,5,1,2,2,0,0,2,3,3,3,3,0,5.1,72.18,1,2,1,142.4,69.6,5991,31362,3,2,7.9,152.0,2,3000
3,2,3,7,4,5,0,1,1,5,1,2,0,5,3,1,2,11,0,0,2,6,2,3,2,0,6.0,68.38,0,2,0,169.4,80.2,7,7,2,2,15.8,330.0,0,13000
3,0,4,4,2,1,0,1,1,4,1,2,0,4,2,0,6,8,1,1,0,4,3,1,1,1,5.7,75.56,1,2,1,152.0,73.0,3662,6676,2,2,9.0,159.0,0,2900
0,0,0,1,2,6,0,5,0,1,1,2,1,6,3,0,7,0,0,1,4,6,3,3,2,1,5.5,67.51,1,3,2,158.2,77.9,1240,2798,3,0,7.3,188.0,0,2900
3,0,3,2,1,5,0,2,1,4,1,1,0,3,2,0,6,8,0,1,4,2,3,2,0,1,5.34,71.0,0,2,1,149.0,73.0,2,21,2,2,7.7,149.0,0,3000
3,2,4,7,3,1,0,3,1,1,0,2,1,5,2,1,3,0,0,1,0,3,3,3,3,1,5.7,69.04,1,2,0,162.4,79.7,68,296,3,2,7.9,161.0,0,3000
3,0,4,7,3,3,0,1,0,1,1,2,0,5,2,1,3,4,0,1,0,5,3,1,2,0,5.5,73.73,1,2,1,152.5,74.0,1064,4516,1,2,7.2,158.6,0,3055
8,0,4,2,5,2,0,5,0,2,1,0,0,1,5,0,6,8,0,0,3,0,0,2,0,1,2.8,35.3,1,2,3,124.0,55.5,1786,6475,0,2,10.4,100.6,0,1200
3,0,3,4,3,1,0,3,1,1,1,1,0,4,2,1,6,8,0,1,3,4,3,1,2,0,5.5,73.03,1,2,1,151.5,75.2,6,5,1,2,7.7,155.0,0,4000
3,0,4,4,2,5,0,3,1,4,0,1,0,4,2,0,6,3,0,1,0,4,3,1,2,0,5.0,68.93,1,2,1,141.9,70.3,54298,230978,3,2,9.3,145.0,0,4000
3,0,3,2,1,4,0,2,1,2,1,1,0,3,2,1,0,8,1,1,4,2,3,2,1,1,5.45,74.53,0,2,1,146.5,70.2,346,833,1,2,8.7,139.0,0,3000
6,0,3,4,1,5,0,3,1,4,1,2,0,3,2,0,6,8,0,1,4,4,3,2,1,1,6.2,71.0,1,2,2,149.0,73.0,5,24,2,2,7.7,149.0,0,3750
3,0,6,8,5,4,0,3,1,2,0,2,0,2,3,0,5,2,1,0,2,2,3,1,1,1,5.0,67.91,1,2,1,142.4,71.1,976,3465,2,2,8.0,138.0,0,2600
0,0,3,4,3,5,0,3,1,4,0,1,0,4,3,0,7,3,0,1,2,4,3,1,2,0,5.5,72.31,1,2,1,152.0,75.7,53081,259819,2,2,8.4,165.0,2,3500
3,0,4,2,1,4,0,2,1,2,0,1,0,4,4,0,5,3,0,0,0,2,3,1,0,1,5.0,66.69,1,2,1,143.8,71.7,1176,3808,1,2,7.5,157.0,0,2350
3,0,4,8,0,6,0,4,1,2,0,1,0,1,2,0,6,8,1,1,3,0,3,1,0,1,4.0,57.63,1,2,3,122.9,64.3,447,1301,1,1,10.5,118.0,0,1400
0,0,5,2,2,4,0,3,1,1,0,2,1,4,1,1,2,2,0,0,2,4,3,3,2,0,5.5,74.11,1,2,1,151.5,74.1,625,1713,2,2,7.3,169.0,2,3300
3,0,3,7,3,5,0,2,0,4,1,1,1,5,1,1,6,8,0,1,2,5,3,2,2,0,6.2,79.74,1,2,0,160.1,77.7,188,710,3,2,8.4,172.0,2,3300
3,0,4,7,4,5,0,2,1,4,1,1,0,3,3,0,6,3,0,1,0,4,3,1,2,0,5.5,72.6,1,2,0,152.4,75.2,590,670,2,2,8.4,175.0,0,4000
3,0,4,2,5,2,0,3,1,2,1,0,0,1,2,0,6,8,1,0,3,0,0,1,0,1,2.4,29.59,1,2,1,117.5,51.3,1031,6931,0,4,11.9,91.0,0,1200
3,0,3,5,5,2,0,2,1,2,1,1,0,3,2,0,6,8,1,0,2,1,1,2,0,1,4.0,59.24,1,2,3,123.0,62.5,34,225,1,2,8.7,124.0,0,1700
3,0,4,2,1,4,0,3,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,1.8,21.14,1,2,3,106.0,45.5,3041,18871,0,2,13.9,68.0,0,1020
3,0,4,2,1,4,0,2,1,1,1,2,0,4,3,1,1,0,0,0,0,5,3,1,2,0,5.5,71.55,1,3,1,153.0,76.0,52982,53751,3,2,9.8,155.0,0,3000
0,0,4,2,1,0,0,2,1,2,1,1,0,3,3,0,6,8,0,1,0,2,3,2,1,1,5.0,65.95,0,2,1,145.2,71.8,1802,6337,2,2,9.6,156.0,0,3020
3,0,3,7,3,3,0,3,1,1,1,2,0,4,2,0,1,4,0,1,2,4,3,1,1,0,5.5,71.65,1,2,1,153.8,75.5,3221,15266,1,2,7.5,154.0,0,3000
3,0,4,1,3,4,0,4,1,4,1,2,1,6,3,1,3,8,0,1,0,5,3,3,3,0,6.0,81.22,1,2,0,151.7,75.4,800,799,4,2,7.3,158.0,2,3300
3,0,4,4,2,4,0,3,1,2,0,2,0,5,3,0,1,3,0,1,0,4,3,1,2,1,5.5,79.05,1,2,1,142.5,69.3,7004,8111,3,2,8.1,149.0,2,3000
3,0,3,4,2,5,0,1,1,4,1,1,0,3,3,0,6,8,0,1,4,4,3,2,1,1,5.7,75.67,1,2,1,152.0,72.9,92,123,1,2,7.7,147.0,0,3000
3,0,4,0,1,4,0,1,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,1.5,14.93,1,2,1,108.0,45.0,11314,65637,3,2,13.6,65.0,0,800
3,0,5,2,1,4,0,2,1,1,0,2,0,3,3,0,6,2,0,0,2,4,3,1,1,1,5.0,69.28,1,2,3,142.8,69.5,533,1296,3,2,8.1,143.0,0,2400
3,0,3,2,0,4,0,1,1,2,1,1,0,3,3,0,6,8,0,1,2,1,3,2,1,1,5.2,67.68,1,2,1,149.5,73.5,103,446,1,2,9.8,170.0,0,5000
5,1,0,3,3,6,0,3,0,2,1,2,1,6,3,1,7,0,0,1,1,3,3,3,3,2,6.5,84.89,1,1,2,157.5,77.4,185,901,4,0,7.7,208.0,0,3174
3,0,4,1,5,5,0,2,0,4,1,2,0,4,2,1,6,0,0,1,0,6,3,2,2,0,6.0,78.45,1,2,0,158.1,74.9,5,5,4,2,9.5,185.0,0,3800
3,0,4,4,2,5,0,2,1,1,0,2,1,5,4,1,3,0,0,0,0,5,3,3,3,0,5.5,70.12,1,2,0,153.5,77.3,27,31,2,2,8.0,174.0,0,3200
3,0,4,4,2,5,0,2,1,4,1,2,0,4,2,0,6,0,0,1,0,4,3,2,1,0,6.0,76.66,1,2,1,158.2,76.6,95,93,3,2,8.4,157.5,0,2965
3,0,3,8,0,4,0,2,1,2,1,1,0,3,2,0,0,8,1,1,2,1,3,2,0,1,4.5,61.95,1,4,1,135.0,66.6,152,492,1,2,9.7,140.0,0,2000
3,0,4,2,1,6,0,2,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,2.0,71.0,1,2,2,149.0,73.0,2218,10539,0,2,7.7,149.0,0,1000
6,0,4,7,3,1,0,2,1,4,1,2,0,5,2,0,6,8,0,1,0,4,3,2,2,0,6.3,84.91,0,4,1,154.8,75.0,893,890,3,2,7.8,150.0,0,3260
0,0,5,8,0,2,0,3,1,2,0,2,0,3,3,0,5,2,1,0,2,1,3,1,0,1,4.7,64.51,1,0,1,136.5,69.0,3602,20241,2,2,8.4,130.0,1,2000
3,0,3,4,2,5,0,2,1,4,1,1,0,3,2,0,6,8,0,1,2,4,3,2,1,1,5.7,71.0,1,2,1,149.0,73.0,10,15,1,2,7.7,149.0,0,4000
0,0,3,2,2,4,0,2,1,4,0,2,1,5,3,0,1,1,0,0,2,4,3,1,2,0,5.5,70.81,1,2,1,153.6,76.5,29842,31508,1,2,9.15,160.0,2,3300
0,0,4,7,3,4,0,2,1,1,1,2,1,5,3,1,1,7,0,1,0,3,3,2,2,0,5.5,69.9,1,2,0,156.2,76.2,2158,9983,3,2,5.9,145.0,0,3000
0,0,5,2,1,4,0,3,1,1,0,2,1,5,1,1,2,2,0,0,2,4,3,3,2,0,5.2,72.34,1,2,1,144.8,71.0,571,2220,2,2,7.3,153.0,2,2900
3,0,3,7,3,1,0,4,1,2,1,2,1,4,2,1,2,5,0,1,2,6,3,1,2,0,6.0,75.96,1,2,0,165.0,79.0,398,1207,3,2,8.1,188.0,0,2700
3,0,4,7,3,4,0,4,0,2,1,1,1,5,3,0,1,3,0,1,0,4,3,1,2,1,5.5,79.05,1,2,1,142.5,69.3,254,968,3,2,8.1,149.0,2,3000
0,0,5,7,3,0,0,2,1,1,0,2,0,2,1,0,6,8,0,1,2,4,3,2,2,0,5.5,73.13,1,2,1,151.7,75.0,4511,4508,2,2,8.0,170.0,2,3300
3,0,4,4,2,2,0,1,1,2,1,2,0,4,2,0,1,1,0,0,0,4,2,3,3,1,4.5,56.52,1,2,2,128.0,90.3,547,1099,1,2,9.3,196.0,2,3450
3,0,4,2,1,4,0,2,1,2,0,2,0,4,2,0,2,1,0,1,0,4,3,1,1,1,5.5,68.82,0,2,1,156.0,77.5,22828,113675,1,2,10.5,202.0,0,5000
3,0,6,8,0,2,0,2,1,2,0,1,0,3,2,0,0,8,1,1,2,1,3,1,0,1,4.0,59.67,1,2,1,120.0,63.6,815,6390,1,2,10.0,149.0,0,1600
0,0,4,2,1,4,0,3,0,2,1,2,1,2,1,0,5,2,1,0,0,4,3,1,1,1,5.2,70.55,1,2,1,145.8,72.3,18465,103721,2,2,8.1,158.0,0,3100
3,0,4,2,1,5,0,4,1,1,0,2,1,5,2,0,0,3,0,1,0,4,3,2,1,0,5.2,68.52,1,2,1,149.7,72.5,241,849,2,2,8.0,160.0,0,3000
3,0,3,4,2,5,0,2,1,4,1,1,0,3,3,0,6,8,0,1,4,4,3,2,1,1,5.45,73.75,1,2,2,146.8,70.8,660,4803,3,2,9.8,160.0,2,4000
0,0,0,2,0,6,0,3,0,1,0,2,1,6,3,0,7,0,0,1,4,2,3,2,1,2,4.7,65.66,1,3,2,138.1,67.0,14663,83030,1,2,6.9,129.0,0,1810
0,0,4,7,4,4,0,1,0,1,1,1,1,6,3,1,7,7,0,0,0,3,3,2,3,2,5.5,70.26,1,2,0,155.8,76.0,625,2774,4,2,6.1,143.0,2,2730
3,0,4,4,2,4,0,2,1,2,1,2,0,5,2,0,6,7,0,1,0,4,3,2,1,1,5.45,73.61,0,2,1,147.7,70.5,564,562,3,2,8.6,144.0,0,3200
3,0,6,2,1,4,0,3,1,2,0,2,1,2,3,0,6,2,1,1,2,2,3,1,1,1,5.0,68.06,2,2,1,142.3,71.0,18462,135815,1,2,7.9,138.0,2,2600
3,0,0,2,1,4,0,4,0,1,0,2,1,6,3,0,7,0,0,1,4,6,3,1,1,2,4.7,65.47,0,3,2,138.3,67.1,2079,8031,3,0,7.1,143.0,0,1715
3,0,3,7,3,0,0,2,1,4,1,1,0,3,2,0,6,8,0,1,2,4,3,2,1,0,5.7,76.11,0,2,1,153.0,72.0,269,438,1,2,9.0,177.0,0,4000
3,0,3,7,3,3,0,2,1,4,1,1,0,3,2,0,6,8,0,1,2,5,3,2,1,0,6.0,77.28,1,2,1,158.6,75.8,28,25,3,2,7.3,150.0,0,3750
3,0,4,2,1,6,0,1,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,2.4,71.0,1,2,1,149.0,73.0,699,3295,0,2,7.7,149.0,0,8000
3,0,4,7,3,4,0,4,1,4,1,2,0,5,2,0,0,8,0,1,0,3,3,1,2,0,5.99,77.48,1,3,1,158.5,75.4,38731,315500,3,2,8.0,180.0,2,4000
6,0,4,4,2,1,0,3,1,4,1,1,0,5,2,0,6,8,0,1,0,4,3,2,1,0,6.2,81.99,1,2,2,156.7,75.3,217,1362,3,2,8.3,150.0,0,4000
3,1,0,3,2,6,0,2,0,2,1,2,1,6,3,1,7,0,0,1,1,3,3,0,3,2,5.8,80.93,1,3,2,143.6,70.9,1436,5212,4,0,7.7,174.0,0,2716
5,1,0,1,2,6,0,6,0,2,1,2,1,6,3,1,7,0,0,1,1,3,3,3,1,2,6.1,79.79,1,3,2,150.9,75.7,87,223,4,0,8.3,194.0,0,2942
3,0,5,2,2,4,0,3,1,2,1,2,1,3,1,0,5,2,1,1,2,4,3,1,2,0,5.5,72.16,1,2,1,151.7,76.0,18941,82952,2,2,7.8,169.0,2,3300
0,0,5,2,1,4,0,2,1,2,0,2,0,2,3,0,5,3,1,0,2,2,3,1,1,1,5.0,67.02,1,2,1,142.3,72.1,12773,12771,2,2,8.5,149.0,0,2600
